ID,CLASSIFICATION CODE
212211,102;105
212214,108
212216,101;102;108
212217,102
212220,102;105;107;113
212232,105
212236,105
212238,101;102;103;104;105;107;109;110;113;114;115;116;117
212244,102;109
212255,102;105;108;112
212260,101;102;105
212264,101;112
212265,101
212266,105
212267,103;104;105
212268,101
212271,105;112
212279,101;103;104;105;106
212284,101
212285,102;108
212286,105
212292,105
212331,102
212333,105
212335,105
212336,102;105
212337,108
212338,101;105;112;117
212342,102;109;110;112;116
212349,105
212355,105
212362,101
212367,101;102;103;104;105
212370,107
212395,103;104;105
212396,108
212415,101
212419,105;107
212427,101
212431,101
212432,117
212439,101;102;105;108
212440,105;108
212457,105
212462,103;104
212464,101;108
212466,101;108
212470,102;105
212473,102;105;108
212479,102;109;113
212482,103;104
212496,105
212497,105
212498,103
212504,102;106;108;113
212514,104
212531,109
212532,101
212536,102;105
212540,103
212541,113
212563,103
212569,102;103
212575,102;103
212577,103
212590,105
212605,101;103;108;113;115;116;117
212611,101
212631,101;102;103;104;105;106;107;108;113;114
212633,101
212634,105;113
212638,101;102;103;104;105
212648,105;107
212650,105
212654,102;103;105;108;110
212691,102;103;104;105
212693,103
212708,108
212716,105
212719,105
212721,105
212726,105
212735,102;103
212737,105
212738,108
212739,101;102;104;108;113
212748,101;108
212766,105;112
212770,108
212773,105
212775,101
212777,101;102;103;104;105;107
212778,101;102;106;113
212785,101
212796,113
212799,101
212805,109
212808,102;103
212810,102;107;108;117
212815,102;103;104;105;107
212817,105
212822,101;102;103;104;105
212828,105;107
212832,107
212833,108
212842,101;103;105
212861,101;105;109;113;115;117
212899,108;112
212903,105
212915,105
212931,101;102;103;104;105;106;108;112;113
212936,103;104
212939,108
212947,101
212952,102;105
212964,103;105;108
212965,103;105;108
212967,101;105
212972,101;103;105
212973,101;102;103;104;105;107;110;112
212974,101
212979,101;102;103;104;105;109;110;112;113
212996,101;102;103;104;105;109
213004,101;105;107
213006,102;105
213007,108;110
213043,105
213044,105
213045,101;107;109;110
213058,101;103;104;107
213062,101
213063,101;103;104;105;110
213066,101;105
213074,101
213077,102;105;107
213097,104
213106,101;105;108
213108,101;105
213128,102;103;105
213141,101
213165,101
213167,107
213174,102;105
213176,105
213177,105
213203,101;117
213219,105
213227,102;105;108
213246,101;102;103;104;105
213258,105;108
213282,108
213298,105
213302,109;112
213312,105
213314,103;104;105
213315,101;103;105
213316,101
213319,102;107;108;112
213332,105;112
213333,105
213334,108;112
213336,108;112
213337,101
213338,101;108
213339,101;108
213346,105
213351,102;104;105;117
213352,102;103
213357,107
213362,101
213369,108
213373,101
213375,101
213378,101
213379,103;104;105
213387,101;102;103;104;105
213404,112
213407,105;107
213408,101
213422,102;108
213425,103
213449,103;104
213450,103
213454,101
213455,101
213474,101
213476,101;103;105
213482,108
213484,108
213486,101;103;105
213503,101
213505,101;103;105;107;112
213516,117
213519,101
213527,101
213529,101;104;105
213532,101
213557,105;108;112
213559,117
213570,102;105;112
213578,101;103;104;105;106;108;110
213579,103
213582,101;102;103;104;105;106
213597,105
213601,101;105
213615,101;105
213620,102;103;111;112
213623,104
213624,102;105;108
213629,101;113
213630,101
213639,101;110;112;113
213647,101;102;103;104;105;106
213648,101
213651,101;102;103;104;105
213655,101
213657,101;102;103;104;105;106;107
213660,101
213661,107
213690,102;103;109;112;113
213693,109
213694,102
213695,101;112
213705,101
213706,105
213707,105;112
213710,102;103;105
213720,105
213721,108
213726,103;104;105
213734,102;110
213736,101
213741,102;103
213760,112
213769,101
213778,108
213780,102;108
213795,101;102;103;104;105;113
213806,105
213808,101;105;108
213812,101;102;103;105;107
213822,103;104;105
213823,101;105
213834,102;108
213837,108;109;112
213842,101;102;108
213849,101;102;104;105;109;117
213850,117
213851,103;104
213861,101;102
213874,107
213875,101;102;110;116
213878,101;105
213879,107;112
213880,105
213890,102;103;104;105;106
213892,103;104;105
213894,105
213899,101;102;104
213907,103
213912,102;105;107
213913,101
213919,104
213927,102;104;105
213928,105
213929,101;105
213931,105
213932,105
213933,105
213935,101;103;104;106;112;116;117
213939,103;104;105;107;110
213944,101
213953,103;104;105
213975,108
213982,101;110;116
214000,105
214007,103;104;105
214027,101
214032,101
214034,105;108
214037,101
214045,101;102;103;104;105
214049,101
214050,101
214064,101;103;105
214065,101
214071,108
214073,108
214077,108
214078,108
214084,101
214103,105
214104,105
214122,101;105
214124,103;104
214131,101;104
214134,103
214160,103
214165,101;102;108;112
214178,101;108
214179,105
214205,105;117
214208,102;105
214217,101;105
214218,103;104;105
214221,101
214238,101
214248,103;104
214266,103;104
214267,103;104;105
214268,102;105
214269,102;105
214277,101
214282,101
214296,105
214299,105;106;108
214301,103;105;108
214313,105
214321,101;103;104;105;106;107;108;109;114;116
214322,101;103;108
214325,101
214336,112
214342,102;108
214356,102
214361,101
214369,102;104
214379,102;112
214388,101;108
214400,105;108
214414,101;105;108;112
214421,105
214422,105
214436,101;105;117
214445,101;102;104;105
214461,103;104
214462,103;104
214464,101
214470,102
214471,108
214486,109
214487,101;102
214491,101
214492,105
214495,109
214503,101;103;104;105;108;114
214509,101
214521,103;104;105
214525,101;105;106;108
214540,102
214542,103
214553,102;105
214554,101
214556,101;108
214560,101
214563,101;102;103;104;105
214565,108
214579,105
214601,101;102;105;108
214606,101
214613,101;105;108;117
214617,103;104
214632,102;105
214654,101;102;105;107
214658,101;112
214671,101;103;105;107;112
214677,103;105
214684,101;102;103;104;105;106
214695,101;102;113
214703,101
214708,105
214716,103;105
214722,102;103;105
214730,101;102;104;105
214752,102;105
214759,101;103;104;105
214763,101;102;103;104;105
214781,105
214783,101;102;105
214784,105;107
214785,101;105
214796,101;103;107;117
214811,102;103;104;105
214814,110
214824,105
214832,102;110;116
214836,102;108
214838,101;102;103;104
214842,102;105;108;110;112
214850,102;105;117
214858,105
214877,101;105
214879,101
214890,101;105
214892,105
214893,104;105
214897,101;105
214898,101
214900,107
214901,102;105;108
214911,102;105
214935,103;104
214939,101;103
214958,105;107
214961,102;105
214965,101;105
214983,108;112
214993,105
214994,105;108
215012,101;103
215013,105;108
215017,101
215033,112
215036,103;105
215056,110;116
215062,105
215065,105
215066,102;105
215074,101
215081,104
215093,105
215095,110
215101,101
215118,105
215124,101
215125,101;103;104;105
215128,107
215137,104
215140,102;105
215153,117
215155,102;113
215156,102;113
215158,102;113
215173,101;105
215176,105
215184,101
215185,102;105;113
215189,108
215195,101
215199,102;103
215213,105;108
215217,110
215232,101;102;105;108
215238,103
215256,101
215257,105
215278,102;112
215283,105
215292,105;107
215301,101;102
215303,105;112
215311,101
215313,108
215317,101
215338,102;103;104;107;110
215349,103;104;105
215352,101
215366,101;105
215367,108
215376,105;107
215398,105;106
215406,105
215416,101;104;106;110
215418,101;102;103;104;105
215426,102;105;108
215442,108
215464,102;108
215476,103;104;107;110
215479,102;103;104;109;110
215490,102;104;105;110
215492,101
215502,101
215506,102;103;104;105;107;108;116
215507,105;108
215518,103
215523,105
215526,101;102;103;105;110;112
215528,102;112
215531,102;109;111;112
215537,101;102;103;104;105;107;109;110;112;113;117
215542,101;105
215543,105
215544,105
215545,105
215551,107;108;117
215553,108
215561,112
215565,101;104
215566,108
215569,101;102;108
215576,104
215577,108;117
215598,105
215612,105
215613,109
215621,105
215625,105
215633,103
215649,105
215650,103
215652,103
215660,101;105
215663,102;108;109;112
215666,105
215674,108
215688,101;103
215693,101
215697,102;103
215704,105
215706,103;108
215715,105;108
215721,108
215752,102;110;111
215762,101;103;104;105
215763,101;103;105
215775,105
215779,101
215780,101
215793,101
215798,102
215811,101
215822,108
215827,105;108
215833,101
215836,101;112
215841,103
215843,103
215852,101;103;105
215853,105
215855,101
215856,109;110
215886,105
215893,101
215901,101;102;105
215905,101;104;107
215925,101;105;113
215926,105
215940,101;105
215956,103
215957,117
215959,103
215968,103;104;105
215974,101;105
215976,101;116
216000,105;107;112
216012,112
216015,101;108
216018,101;102;104;110;112
216023,101;103
216032,103
216040,101
216048,102;109;112
216053,101;102;103;104;105;106;107;108;109;111;112;113;115;117
216097,104;107
216099,101;105
216106,101;102;103;104;105;109
216120,102;103;105;107
216121,105
216150,101
216166,101;103;104;109;113
216179,101;105
216186,101;102;109;110;112;113
216197,105
216227,102;103;104;107;110
216235,103;105;113
216242,105
216247,101;104;108
216249,101;102;109;112
216251,101;105
216255,105
216265,101;102;105
216270,102;105
216284,101
216291,101;102;103;109
216295,102
216305,105
216308,108
216317,101;105;108
216318,102;103;105
216319,105
216330,102;103;104;105
216332,101;102;113
216335,105;108
216346,101;104;111
216353,105
216367,105
216368,102;103;104;105;113;116;117
216382,102;105
216387,101;103;104;105
216393,105
216410,102;104;105
216411,101;102;105
216414,102;108
216415,101;102;103;104
216424,101
216432,101
216434,105
216439,102;109
216443,101;105;108
216450,101;103
216462,102;105;108
216471,101
216473,101
216500,103;105
216503,102;105
216512,108
216516,102;108
216518,101;105
216534,101;102
216541,101
216544,110
216550,101;103;105
216555,101;110;112
216557,105
216559,102;105
216594,103;104;105
216603,105
216605,102;105;107;108
216614,101;102
216630,105;107
216632,101;102;108;110;116
216633,110;112;116
216642,101
216643,104;105
216644,101;105;108;109
216645,101;102;103;104;106
216647,106;108
216649,101
216650,101
216674,105
216676,101;113
216681,101
216686,101
216692,103;105
216697,101;105
216703,101;104;105;110;112
216709,101;102;105;108
216725,101;105
216731,105
216732,105
216734,101;102;105;108
216747,101;113
216748,103;104;105
216751,105;108
216754,101
216755,101;108;112
216758,103;105
216781,101;103;105
216786,101;105
216787,101
216788,101;108
216794,105
216821,105
216834,105
216849,101;102;110
216854,101;105
216870,103;104;105
216873,102;105;107
216875,105
216883,103
216884,101
216885,101
216889,101;105
216896,101;102;109;112
216898,101;103;104;105
216900,105
216907,108
216924,101
216926,101
216934,103
216936,103
216964,103;105
216965,101;103
216967,108
216971,103
217005,105
217016,101
217023,101
217024,104;105
217046,105
217060,101;103;105
217062,112
217065,101;103;104;105
217067,108
217068,101
217090,101;109
217094,101;105
217099,105
217101,102;103;105
217102,101;110
217116,101
217128,101
217154,101;105;107
217157,101;103;104;107;113;116;117
217166,102;107;108
217172,101;108
217173,105
217180,101;102;105
217182,103
217192,101;102;103;104;105
217201,108
217211,107;108;110
217217,105
217246,102
217259,103;104;105
217272,105
217273,105
217278,101;105
217287,101
217288,101;103;111
217301,101
217302,101
217307,101
217310,101;105
217320,105
217332,102;105;109;112;113
217333,101
217341,101;105
217342,101;102;103;104;105
217344,102;107
217353,102;105
217361,106
217372,101;102;105;110
217377,101;105
217379,101;102;103;104;105
217394,105
217405,101
217426,101
217430,101;108;109;110
217437,101;105
217438,105;108
217444,101;102;105
217455,109;112
217461,109
217463,105
217464,101;102;103;104;105;110;116
217466,101;102;103;104;105;107
217468,103;104;105
217478,113
217483,101
217484,101;102;103;104;105;107;108;109;110;112;114;115;116;117
217485,101;102;103;104;105;107;108;109;110;112;114;115;116;117
217488,102;105;108
217495,101
217499,101;105
217501,101
217503,101
217507,101
217530,101;105
217531,101;105
217532,102;105
217553,101
217554,101;105
217560,101;102;105;107
217561,101;102;103;104;105
217564,105
217584,101;103;104;105;107
217593,108
217603,101;103;105
217606,105
217607,101;112
217609,101;102;103;104;105;107
217613,102
217615,105
217621,108
217624,108;112
217628,108
217632,101;105
217642,101;102;105;109;110;112;116
217647,102;105;108;117
217655,101
217660,101
217670,102;108
217698,101;113
217705,101;113
217726,101
217727,103;104;105
217734,101;102
217739,105
217757,117
217764,101;107;112
217766,103;104;105
217771,102;112;113
217792,101;104;105
217797,101;105;110
217842,101;102;103;104;105;108;113
217867,101
217870,101
217875,105
217887,105;110
217895,105
217919,101;112
217929,101;102;105;108;109;110;116
217938,101
217952,105
217955,101
217977,101
217983,101;105
217988,101
217996,109
218005,104
218018,101
218021,103;105
218028,102
218032,101;104;105
218044,105
218093,101
218121,101;102;105;108;109;110;112
218137,101
218152,101;102;103;104;105;109;110;112;113
218192,108
218198,103;105
218202,102;103;104
218204,102;105;110
218206,101;103;104;105
218213,101
218214,101;102;105;110;116
218216,108
218217,108
218219,105
218231,101;102;103;104;105
218235,101
218242,103;104;105
218249,101;110
218253,102;103;104;105
218256,101;102;105;112;116
218259,103;104
218266,101
218269,103
218278,101
218279,103;104
218306,101;102;109;112
218321,104
218326,101
218334,103;104
218340,108;112
218364,101;111
218365,101
218366,101
218369,101
218370,101;103;105
218371,101
218374,103;104;110
218385,105
218401,104;107;113
218404,101;104
218410,105
218415,105
218434,103;104;105;113
218443,101;103;105
218444,105
218445,101;105;108
218446,103
218447,103;105
218449,101
218463,101
218468,108
218473,102;105;108
218484,101
218485,103
218505,105
218507,101
218513,108
218514,104
218560,102;103;104;105
218567,105
218570,109
218573,102
218588,101;102;105
218608,113
218620,101;102;103;104;109;110;111;112;114;116;117
218621,112
218622,101;105;107
218627,101;102;103;104;105;107;108;109;110;112
218641,105;108;117
218656,105
218667,101
218671,105
218676,108
218677,101;103;104;106;108;110;112
218689,104
218692,101
218703,103
218707,101;108
218713,105
218733,102
218734,101;105;110
218746,101
218783,101;113
218795,101;102;103;104;105;109;112;113
218800,105
218805,105
218810,104
218827,103;106;109;112
218832,101;105
218834,102;105
218839,105
218859,101;113
218886,105
218894,101;105;108;110
218899,105
218903,102;103;104;105;112
218908,101;102;103;104;105
218911,105
218915,101
218917,108
218930,102;108
218939,101;102;103;105
218941,108
218942,108
218943,108
218944,108
218945,108
218946,108
218950,101
218970,105
218979,103
218985,101
218987,101;102;103;104
218992,102;103;104;107;113
219000,108
219009,101
219013,101;108
219015,102;109
219022,101;103;104;105
219031,105;107
219050,101;102;103;104;105;107;108
219051,101
219063,101;102;103;104
219072,101;103;105
219086,101;103;104;105
219092,101;106
219099,111
219102,102;104;105
219120,101
219128,102;108
219142,103;105
219145,101
219153,101;102;105;107;109
219155,101
219162,101
219164,101
219171,101;102;108;109;110;112;113
219174,117
219177,101;105;117
219180,101;117
219182,101;117
219193,101
219198,101
219199,101
219213,105
219231,101
219240,108
219260,104;105;107;112;113
219279,101;102;103;104;105;107;113
219284,101
219289,101
219303,103
219312,101;107
219325,103
219328,105;108
219333,101;105;108;112
219337,101
219348,101;103
219361,103
219370,101;102;103;104;105;107;109;110;112;113
219375,102;109;110;112
