ID,CLASSIFICATION CODE
1002331,102
1002334,103;105;107
1002335,102
1002339,102;108
1002346,101;106;117
1002353,101;102;105;108
1002360,101;105
1002362,101;102;108
1002364,101;103;105;106
1002365,101;102;109;112;113
1002366,108;109;110
1002367,102;105;106;111;112;113
1002371,101;108
1002382,101;105
1002385,105;106;108
1002390,102;103;108;109;111
1002392,101
1002402,109
1002406,108
1002408,101;102;103;105;108
1002410,101;102;108
1002413,102;105;106;109;112;117
1002415,101
1002428,102
1002450,101;105
1002452,101
1002453,105
1002455,102;108;117
1002460,105;106;108
1002463,101;103;104
1002465,101;102;103;104;105;106;110;113;116
1002469,103;104;105;106
1002487,102;105;108
1002488,102
1002499,102;106;107;111
1002509,103;107
1002510,101;102;104;108;109;110;112;113;116;117
1002516,103;104
1002522,108
1002523,102;103;104;105;106;108;109;110
1002525,101;116;117
1002543,101
1002558,101
1002560,108
1002561,101;104;110;117
1002565,101;105;108
1002571,101;102;104;105;108;113
1002578,101
1002584,102;103
1002588,102;103;105;108;112;113
1002590,101
1002591,102
1002594,102;108
1002605,102
1002607,102;104;106;112
1002618,108;112
1002626,101;102;103;105;106;110;112;113
1002633,101;103;105;108
1002639,101
1002641,102
1002657,101;104;105;106;107;112;113
1002661,101;102;113
1002664,101
1002670,102
1002677,111;112;113
1002680,102;104
1002687,103;104;105;106;107
1002689,102;103
1002693,101
1002694,101;102;103;104;105;106;113
1002697,101
1002710,101
1002714,102;103;104;105;106
1002722,101
1002723,101
1002724,102
1002725,102;109;110
1002726,101;106
1002729,102
1002732,101
1002736,108
1002737,101;104;105
1002752,102;103;108
1002755,101;102;104;105;106;107;113
1002763,101;110
1002766,102;108
1002778,111
1002781,101;105;108
1002782,117
1002784,102;108;109
1002786,102;103;104;105
1002792,102
1002793,103
1002794,102;103;109;110
1002796,102
1002801,102
1002806,103;107
1002807,101
1002808,101;102;103;105;109;112
1002814,101
1002816,102
1002818,101;103;104;105;106;107;108
1002820,101;103;104;108;109;111
1002821,108
1002824,101
1002828,117
1002834,101;103;104;105;108
1002842,101
1002844,101;106;108
1002845,101;104;105;106
1002847,102
1002851,112;113
1002852,101
1002855,101
1002857,103
1002863,103;108
1002866,102
1002872,101;102
1002889,101;108
1002897,101;102;109;110
1002898,104
1002901,102
1002902,102;103;104;105
1002907,110
1002916,108
1002922,102;103
1002924,101;105;106;108;109;113
1002930,103
1002932,102;103;104;105
1002935,108
1002940,102
1002942,101;102;103;105;107;110;112;113;116
1002949,103
1002950,108
1002952,102;105
1002953,101;102;103;104;106;107;108;109
1002955,101;102;105
1002956,102
1002966,101;102;104
1002967,103
1002973,103
1002975,102
1002977,101;102
1002997,102;103;109;110;117
1003013,102;103;105;107
1003020,105
1003024,112;117
1003031,101;102;109;110
1003032,101;105;110
1003035,104
1003044,101;103;104
1003055,108
1003056,102;110
1003064,101;117
1003065,103;104;105;107
1003076,102;110
1003093,112
1003097,101;108
1003102,102;108
1003108,101;102;104;105;107;112;113;116
1003110,102;112
1003112,102;103;104;117
1003115,102
1003118,103;104;105;107;108;113
1003120,112
1003122,103
1003123,101
1003129,101;103;105;106;108;109;111;112
1003140,104
1003143,103;104;105;106
1003147,102
1003151,102;109;110;112
1003154,101
1003163,101;102;103;104;105;106;109;110;113
1003164,102;103;104;106;108;111;113
1003166,101
1003167,103;113
1003174,103;104;105;107
1003185,101;102;103;104;108;109;110
1003190,112
1003195,102
1003214,105;106
1003215,102
1003217,103;104;105
1003219,102
1003221,110
1003234,101;112;113;115
1003241,104;105;108
1003242,108
1003243,108
1003247,102;108
1003248,101
1003251,102;112
1003252,103
1003254,102
1003262,101;102
1003265,101;109
1003270,102
1003277,103;104;105
1003290,111
1003292,102;109
1003295,102;108
1003302,101;105;106;107;108;113
1003305,102
1003306,102
1003312,101;107
1003316,101;103;104;106;107;110;112;113;117
1003323,102;105;106;113
1003333,109
1003334,101;102;103;108;113
1003343,102;109;112
1003351,102
1003355,101;102;109
1003358,101;102;103;105;108
1003359,102;103;105;106
1003360,104;110
1003361,103
1003363,101;102;103;104;105;106;107;108;113;115
1003365,102
1003369,108
1003371,102
1003377,101
1003395,101
1003400,101;103;104;105;106;107;108;109;111;112
1003401,101
1003410,102;109
1003413,112
1003418,103;104
1003419,110
1003425,102;103
1003426,102;105;109;110;112;113;116
1003429,102
1003436,102;103
1003437,101
1003438,102
1003440,103
1003441,102
1003447,102
1003459,102;109
1003461,101;102;105;107;108;112;113
1003469,101
1003471,101;102;103;104;105;106
1003473,101;102
1003480,102;110;111;112
1003482,101;102;104
1003483,102
1003484,101;103;105;106;110;112
1003486,101
1003491,101;105;106;108;113
1003495,101;102;108
1003516,102;104
1003518,101;102;103;104;105;106;108
1003519,101
1003520,101
1003525,101;102;105;106;108
1003531,102;103;104
1003533,107;113
1003534,102;103
1003537,101
1003538,101
1003539,101
1003543,101;102;105;108
1003545,102;108
1003546,101
1003552,101;102;103;104;111;112
1003562,109
1003564,101;102;103;104;105;106;108;111;112
1003565,101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117
1003567,102;109
1003575,111;112
1003576,101;102;103;105;106;107;108;112;115
1003585,102
1003587,102;103;104
1003588,101;102;103;104;109
1003604,102
1003606,108
1003607,101;103;104;105;106;108;111;112
1003610,101;102;104
1003613,102;112;113
1003617,102
1003622,101;102
1003624,101
1003633,101
1003640,102;109;110
1003641,102;105
1003647,102
1003648,101
1003649,102
1003650,102
1003651,109
1003658,101
1003661,112
1003664,101
1003671,102;112
1003679,101
1003680,101;102
1003682,102
1003690,102;112
1003693,102;112
1003695,102
1003698,101
1003704,101;102;105;108
1003712,101;103;106;108
1003729,102;109;110
1003730,101;102;103;104;105;109;112
1003732,101;102;103;105;108
1003735,104
1003739,102;108;109;110
1003740,102;110
1003741,102
1003743,101;110;112;113
1003747,101
1003751,112;114
1003752,101
1003754,102
1003764,102
1003766,102
1003768,102;108
1003770,102
1003777,103;104
1003782,101;103;104;105;113
1003784,101;102;103;104;105;106;112;113
1003788,103;104;105
1003793,102;103;104;105;106;108
1003795,102;105;106;107;109;112
1003801,101
1003805,102;109;112
1003816,101
1003817,101
1003824,101;105
1003825,103;104;109
1003830,104
1003841,102;103;104;105;106;107;113
1003847,101
1003849,101;102;109
1003866,102
1003867,101;103
1003870,102
1003873,103
1003874,108
1003886,101;102;109
1003898,102;111;112
1003907,108
1003909,101
1003915,101;105;108
1003920,102;108
1003922,109
1003923,101
1003926,102
1003938,101
1003939,102;105;113
1003940,103
1003943,102
1003944,101;102
1003951,101
1003963,103;111
1003967,102;104
1003969,102
1003970,101
1003971,101
1003982,102
1003983,102
1003984,101;102;108
1003992,110;117
1003994,102
1004000,101;103;104;109;111;112;114;117
1004003,101;102;103;104;105;109;110;111;112;113
1004007,108;109
1004009,102;112
1004011,105;107
1004017,101;102
1004018,101;102
1004026,102;109;110
1004027,111;112
1004029,101
1004033,102
1004043,109
1004045,102
1004047,102
1004057,105;106;108
1004059,112
1004067,102;108
1004070,101;107
1004073,101
1004082,101;102
1004088,101;109
1004090,101
1004094,102
1004096,108
1004097,101;104;111;112;116;117
1004099,101;102;108;109;110;116
1004115,108
1004118,103
1004119,101;105;106;108
1004120,102
1004121,101;102;105;106;108;110;117
1004124,101;102;109
1004135,101
1004141,102;110;117
1004145,102
1004146,101
1004147,102
1004168,108
1004169,101;105
1004170,102;105;109
1004176,103
1004185,102
1004186,102
1004189,103
1004190,101
1004193,101;106
1004200,101;102;103;104
1004202,102;109
1004205,102;113;117
1004208,102
1004209,103
1004218,102
1004221,102;105;106;108;117
1004222,102
1004224,103
1004229,101
1004230,101;103
1004231,101;102;103;104;105;106;107;108;113
1004240,102;110
1004245,101;102;109;112;116
1004249,102;109
1004261,102
1004270,101
1004278,103;105;108;113
1004308,102;105
1004327,101;102;105;108
1004330,102
1004346,101;103;104;105;106;111
1004349,108
1004350,102;108
1004352,102;110
1004392,101;104;105;106;110;113
1004398,102;103;105;106;108
1004402,102;105;106
1004405,105;108;117
1004407,101;102;105;106;108
1004417,102;103;105;106;108;113
1004442,109
1004447,102
1004448,110
1004450,102
1004451,101
1004457,102;103;104;105;106
1004460,108
1004466,108
1004478,102;108
1004491,103
1004497,101;105
1004502,104;106;108
1004515,112
1004518,101;102;103;104;112
1004526,102
1004527,101;102;105;106
1004528,101;102;106;108;109;112
1004533,101
1004534,102
1004541,108;109
1004546,103
1004551,101;102;103;104;105;106;107;109;110;112;113
1004578,102;109
1004600,102
1004601,103
1004605,101;102;108
1004613,102
1004618,102
1004620,117
1004630,101;102;113
1004732,101;102;103;104;105;107;112;113
1004757,102
1004777,101
1004839,101
1004851,101;102;110
1004862,102;110
1004864,101;102;105
1004869,102
1004896,101;108
1004975,103;104
1004976,101
1004992,102;103;104
1005069,102;104;105;108;109;110;116
1005071,103
1005072,101;112
1005107,103;104
1005108,102
1005109,102;112
1005113,101;102;108;109;117
1005114,102;106;117
1005117,101;102;105;110
1005120,105;108
1005125,102;104;107;112;113
1005139,102;103;105;106;108;113
1005146,102
1005150,101;106
1005151,101;102;105;108
1005160,102
1005161,102
1005166,102;110
1005190,101;106
1005192,103
1005193,102
1005197,101;102;103;110;114;116
1005200,102;110
1005216,101;105;106;108;113
1005245,102;105;109
1005254,108
1005281,101
1005294,103
1005297,108
1005299,101;108
1005303,102
1005307,101;102;103;104;105;106;108
1005320,102;110
1005328,101
1005330,101;102;112;113
1005335,102
1005348,101;110
1005349,101;102;113
1005365,102;104
1005368,102;103;108
1005380,111
1005384,101;102;103;105;106;113;115
1005422,102;103;105;106
1005423,101;103;113;116;117
1005442,112
1005460,104
1005471,101;102;109;110;112
1005505,101;102;103;104;105;107;109;111;113
1005515,102;108
1005541,102;103
1005542,102;110;112
1005550,101
1005560,101
1005591,101;103;105;106;108
1005643,102;108
1005647,101;102;103;110
1005653,102
1005655,101;102
1005666,101
1005672,108
1005682,101;102;108
1005697,102;108;112
1005699,112
1005714,101;109;110;116
1005733,101;102;103;104;105;106
1005735,102;103
1005738,102
1005741,101
1005746,101
1005752,102
1005755,101
1005757,101
1005775,102
1005809,102;105;108
1005810,109
1005826,102;103;105;106;110;111;112;113
1005828,101;103;105;106;108
1005829,102
1005833,103
1005834,110
1005840,113
1005845,102
1005849,107
1005850,102
1005851,101
1005852,101;102;103;104;105;106;113
1005854,101;102;106;113
1005860,101;102;108
1005862,101
1005869,101;102;103;105
1005890,110
1005893,101;102;103;104;105;106;107;108;109;110;111;112;113;117
1005936,102
1005962,101;102
1005963,102
1005966,102;109;112
1005968,101;102
1005974,101
1005991,102
1005992,102
1005993,101;102;109
1006008,101
1006019,104
1006023,102
1006060,105
1006081,102
1006091,101
1006152,101
1006167,103
1006169,101;102;103;104;109;110;112;113
1006175,102
1006195,101;102;103;106;107;109;110;111;112;113
1006197,106
1006198,102;103;104
1006210,102
1006211,102;110;112
1006212,101
1006227,101;102
1006251,102;105
1006252,102
1006256,102;109;112
1006257,101
1006259,102
1006266,102;103
1006283,101;102;103;105;106;108
1006291,102;109
1006296,101;102;105;108
1006312,102;103;105;106;107;108
1006316,102;105;113
1006344,105
1006354,102
1006356,102
1006357,102
1006381,101
1006401,108
1006402,101
1006403,112
1006404,101;102;109;110;112
1006405,101
1006416,101;103
1006428,102
1006429,102
1006450,102;104;105;108
1006454,102
1006456,102
1006463,101
1006465,102
1006469,103
1006484,104;110;116
1006485,101
1006488,101;106;108
1006492,101;102;103;104;105;106;112;113
1006499,102
1006502,101
1006512,112
1006523,102;105;108;117
1006533,102
1006538,101;102
1006540,102
1006561,101;105;108;109;110;112
1006596,102;106;108;112;115
1006605,101;109
1006623,101;104;114;117
1006630,102
1006640,101
1006644,101;102;103;105;106;112;113
1006646,101
1006649,102
1006651,101;102;103;104;108;109;111;112
1006653,101;102;104;105
1006659,102
1006723,101
1006727,102;103;110
1006736,102;106
1006737,102
1006756,102;103;104
1006769,102;108
1006779,101;111
1006788,101
1006816,109
1006828,103;104;105;107;110;113
1006831,102;109
1006833,102
1006839,101
1006841,102;112
1006865,101;102;103;106;108;111
1006867,101
1006871,103
1006873,102;105;107;108
1006876,102
1006880,102;109
1006893,102;108
1006899,103;104;105;106;107;112;113
1006918,102
1006924,101;117
1006925,103
1006936,101;103;106
1006937,102;104;105;106
1006939,101;102;103;104;105;106;110
1006951,101
1006985,103;104;105;109;110
1006986,102
1007004,102
1007026,101;103;105;110;113
1007030,104
1007036,102
1007040,102
1007059,102;103;105;106
1007087,101;102
1007102,101;105;108
1007104,101
1007157,112
1007158,102
1007175,101;109;112
1007178,101;102;108
1007179,101;102
1007185,101;105;108;114
1007186,101
1007188,102
1007190,102;111;112
1007193,101
1007223,109
1007227,102
1007237,102
1007239,105
1007277,102
1007279,102
1007285,101;102;104;109;110
1007295,103;105;106;108
1007301,101
1007307,101;102;103;104;108;112;113
1007308,101;102;103
1007325,102;108
1007327,102
1007332,101;104;105;106
1007394,101
1007405,102;109
1007411,102;103
1007439,102;109;110;112;113
1007442,102;103;105;106
1007445,102;109;110
1007492,102;109;110
1007505,103;104
1007594,101;106
1007597,103;105
1007599,102;103;108
1007600,101;102;112
1007601,102
1007602,103;104
1007603,101
1007611,108
1007614,106
1007648,102;112
1007664,101
1007678,106;113
1007693,101;103
1007701,103;104
1007733,101;102;103;104;105;106;108;109;111
1007772,105;106;108;113
1007778,101;102;109;110;112
1007782,101;102;110
1007786,112
1007787,102;108
1007788,101;105
1007789,102
1007790,101
1007791,101;102;103;104;105
1007795,102;110;112;113
1007798,102;109;112
1007799,101;109;112
1007804,102;110
1007815,101;102
1007819,103
1007829,105
1007837,101;102;105;109;113
1007844,102
1007845,101
1007852,109
1007853,101;102;103;105;106;107;108
1007856,102;104;105;110
1007857,101
1007864,102;110
1007871,102
1007927,102
1007938,101;105
1007942,103;109;112
1007948,102;109;110;111;112;117
1007961,102
1007971,101
1008024,101;110;113
1008026,102;110
1008031,102
1008032,101
1008037,101
1008038,102;109
1008040,101;102;103;104;106;110;111;113
1008042,101;102;109;110;113
1008044,102
1008048,102
1008049,102
1008051,101
1008057,111
1008059,102;110;116
1008060,101
1008113,102;106
1008138,102
1008139,101
1008141,104;105
1008145,101;102;105;108
1008148,101
1008149,104;110
1008150,101;102;104
1008155,102;103;105;110
1008158,102;108
1008160,101;102;103;104
1008182,102;109;116
1008190,101;102;103;105;113
1008194,112
1008196,102;105;108
1008199,102
1008206,102
1008215,109;110
1008247,102;109;110
1008248,102
1008280,101
1008282,101
1008367,102
1008369,102;105;106;108
1008371,108
1008372,101;105;113
1008391,101;105;106;108
1008395,101
1008397,102
1008434,101;109
1008453,102
1008460,101;102;103;104;105;106;107;108;113
1008469,102
1008495,101
1008496,101
1008532,101;108
1008534,102
1008539,102;110
1008540,102
1008543,101;102;105;106;108;116
1008544,102;110
1008566,102;105
1008588,101
1008590,109
1008600,101;102;109;110;112;116
1008635,102
1008636,101
1008637,103;104
1008638,101;102;103;104;105;107
1008761,102;106
1008792,102
1008797,101;108
1008803,101;102;103;109
1008806,102
1008808,102
1008838,103;104;110
1008867,102;109
1008874,104;110
1008879,102
1008886,108
1008914,101
1008922,101
1008928,102
1008930,101
1008939,101;103
1008941,101;102;106;107;108
1008952,101;105;106;108
1008961,103;104
1008967,102
1008997,104
1008998,102
1009000,102;104
1009017,102;104
1009126,101;102;108
1009141,102
1009144,101
1009195,101;102;103;104;105;106;107;108;109;112;113;114;115;117
1009200,101;106
1009201,101;102;114;116
1009205,102;103;104;110
1009214,101
1009250,101
1009283,101;103;104;105
1009298,102;103;105;106;108;112;113
1009361,102
1009486,102;104
1009564,102;108
1009568,107;117
1009587,102
1009588,102;109;110
1009603,101
1009668,101;102;103;104;108
1009673,102;108
1009678,105;106;108
1009686,102;108
1009688,102;113
1009689,102;109
1009690,101
1009704,102
1009705,102;103;105;107
1009718,102;103;104;105;107;113
1009719,105;106;113
1009721,102;109
1009734,101;102;110
1009735,102
1009746,108
1009754,101;108
1009756,102
1009766,102
1009781,101
1009786,102;109
1009795,102;103
1009798,103
1009810,102;109;110
1009823,117
1009828,102
1009832,105;108
1009833,102;103
1009836,104
1009844,102;109
1009851,102
1009863,102
1009878,101;102;108
1009902,102
1009903,102
1009910,105;108
1009911,102;106;108
1009912,101;102;109
1009913,101
1009915,106
1009919,102
1009923,101;111;112
1009926,102
1009946,101
1009948,109
1009963,102;103;105;106;108
1009964,102
1009968,102
1009978,102
1009982,102;109
1009987,103;104
1009997,101;102;103;104;105;106;107;110;113
1010030,109
1010037,101;110
1010045,102
1010054,101
1010061,101;102;109;110;112
1010065,101
1010071,108;109;110;112
1010072,102
1010079,101;109;112
1010082,101
1010084,102
1010085,101;112
1010089,102
1010090,103
1010093,101;102;112
1010094,102;103;104
1010122,101
1010124,102
1010147,101;102;104;105
1010151,102;103;104;105
1010155,102
1010169,101
1010170,102;104;110
1010175,110
1010180,102;109;112
1010184,109
1010194,102
1010200,109;112
1010204,101;102;103;105;113
1010211,105;108
1010212,101
1010214,102
1010216,103
1010236,101
1010273,101
1010274,101;102;110
1010280,101;103
1010286,101;102;109
1010321,101;103;104;105;110
1010324,101;108
1010351,101;102;109;112;113
1010357,112
1010358,101
1010373,101;102;110
1010378,101;103;104
1010392,112
1010394,101;102
1010398,103;104
1010402,105;108
1010404,101;107
1010408,102
1010415,101;102;103;104;105;106;117
1010416,101
1010417,102;103;104;109;110
1010420,102;108
1010427,101;102
1010434,103;105
1010436,101
1010438,103;106
1010441,101
1010443,101;112;113
1010447,109
1010450,109
1010454,111
1010457,101
1010485,102
1010495,102;107;108;110
1010510,102;112
1010517,108;112
1010520,101
1010521,101;102;103;104;105;106;108;113
1010526,102;110
1010529,101
1010536,102
1010537,101;102;108
1010538,112
1010542,102;103;108;109
1010559,109;110;111;112;114;116;117
1010560,102;109
1010561,102
1010564,102;110
1010568,103
1010569,110
1010584,102;105;106;108;113
1010585,101
1010608,101
1010625,101;102;103;104;106;107;112
1010626,101;103;104;106;108
1010628,101;102;109;112
1010630,101
1010636,102
1010637,102;109;110
1010639,102;103
1010655,101;105
1010656,101;102;105;106;112;113;115;117
1010657,101;103
1010662,102;110
1010678,101
1010679,103
1010690,108;112
1010729,102
1010737,101;102
1010739,102
1010746,102;107;117
1010759,101;103;104;105;106;110
1010766,103;104
1010779,102
1010783,109
1010785,102
1010787,112
1010790,102
1010791,102
1010821,109
1010843,101;102;103;105;106;109;112;113
1010844,105
1010847,101;102;105;106;108
1010851,101;103;106;111;112
1010852,102
1010858,101;103;104;107
1010861,102
1010866,102;105;106;109;113
1010875,102
1010897,101
1010904,102
1010912,109
1010913,102;109;110
1010914,102;108
1010921,102
1010943,101;102;103;104;105;109;110
1010952,101;102;103;106;112;113
1010953,108;112
1010955,101
1011038,101;112
1011040,102;110;116;117
1011041,102
1011043,101;102;105;106;108
1011045,102
1011048,102
1011050,109;112
1011086,101;102;103;104
1011087,101
1011095,101
1011102,111;112;113
1011106,102
1011116,101;102;103;105;108;112
1011123,101
1011126,102
1011135,101;102
1011173,102
1011180,101;102;112;113
1011187,101;105;106;108
1011188,101
1011198,101
1011213,101;102;103;104;110;116
1011214,101;105;106
1011225,102
1011259,101;117
1011271,102;105;108
1011277,103
1011281,103
1011288,101
1011293,101
1011296,102
1011297,110;112
1011298,101
1011311,101
1011315,102
1011325,101;103
1011340,101;102;103;104;105
1011344,102
1011346,101
1011347,101
1011366,109
1011376,102;103
1011378,102;109;110
1011384,101;102;103;104;105;106;107;109;112;115
1011385,101
1011388,101
1011396,109
1011397,104;106;107
1011421,114;117
1011423,101
1011426,101;102;104;110
1011431,109
1011445,101
1011451,102;103;105;106;108;113
1011452,102
1011465,101
1011491,101
1011493,102
1011497,101;102;103;105;108;109
1011498,101
1011504,102;109;110;113
1011507,102;108
1011510,102;109;110;112;116
1011513,102;103;104;105;106;107;108;113
1011540,105;113
1011571,101;102
1011580,102
1011586,102
1011607,108
1011608,103
1011611,103
1011612,101;102;105;108
1011615,102;109;110
1011616,102
1011618,101;102;108;109
1011624,102;112
1011626,102;103;104;105;107
1011647,101;102;103;104;105;106;109;110;113;116;117
1011654,102;110;116
1011655,102;109
1011658,103
1011661,101
1011663,101
1011667,101;103;105
1011671,108
1011708,102;105
1011725,102
1011735,102;105;112;113
1011759,107
1011770,103
1011776,102;111;112
1011778,104;109;110;113
1011781,102;103;105;106
1011782,109;111
1011863,102;108
1011882,101
1011892,101;102;104;109;112
1011896,102;112;113
1011899,108;112
1011900,103
1011932,102
1011936,102
1011960,101;102;108;109
1011962,102;112
1011965,102
1011995,101;105;106
1012008,102
1012018,101;112
1012020,103
1012028,101;103;108
1012043,102
1012046,108;112
1012069,105;106;107
1012071,102
1012091,112
1012092,101
1012093,101;105;113
1012140,101;102;103;104;105;106;107;108
1012143,108
1012178,103
1012203,101
1012214,101;102;104
1012215,101;102;103;104;105;110;112;113
1012222,101;102;103;105;108
1012227,101;102;105;109;114
1012229,101;102;109;110;111;112;113
1012231,102;103;105;106;108
1012241,102;103;104
1012245,102;104;108;109;110
1012251,101;104;105;106
1012303,101;102;104
1012312,102
1012330,102
1012354,102
1012356,112
1012365,101
1012366,101;102;109;116;117
1012467,101
1012491,102;103;105;108;110;113
1012518,102
1012540,103;104
1012566,101;102;103;106;108
1012575,101
1012601,102
1012606,103
1012614,102;109;110
1012615,101
1012662,102
1012691,104
1012704,101
1012708,101;103;104
1012737,101;102;103;104;105;107;109;110;112;113;115;116;117
1012741,109
1012756,102;105;106;108;110
1012757,101
1012759,101;102;103;105;106;108;113;115
1012761,102;104;105
1012766,101;102;103;104;105;107
1012775,108
1012786,101;102;104;105;109;110;113
1012787,103
1012816,101
1012829,101;103;104;105;106
1012832,102;104
1012833,102
1012836,101;102;103;104;105;110
1012841,102
1012842,101;105;106;108;113
1012843,101;102;103;104;105;106;110;112;113
1012844,102
1012845,102
1012847,102
1012856,102;109;110
1012859,101
1012866,101;102;103;105;106;108
1012868,102;105;106;108
1012875,104;105
1012880,102
1012887,101;102
1012890,102;113
1012919,102;103;105;106;108
1012924,101;102
1012966,101;102;103;105;106;107;108;109;112;113
1013003,102
1013004,102;105
1013024,102
1013026,101;102;113
1013029,103
1013030,105
1013052,101;103;104
1013053,102;110
1013070,102
1013088,101;105;106;108;109
1013130,102;110
1013136,102;110
1013141,101
1013142,101;102;103;106;108;117
1013150,103
1013159,101
1013160,102
1013167,103
1013171,102
1013187,101;102;105;108;113
1013188,102
1013193,106
1013210,101;102;103;105;108;113
1013212,111
1013225,103;104;110
1013226,101;102;103;105;106
1013230,101;102
1013232,101;102;103;104;105;106;107;108
1013237,108
1013241,101
1013247,102
1013269,112
1013270,101;111
1013294,102;112
1013298,101;103;105;106;108;112
1013306,101;102;103;104;106
1013311,102
1013312,102
1013314,101
1013316,102;105;106;112;113
1013318,101
1013320,101;102;103;104;105;108;109;110;112
1013324,102;103;104;105;108
1013334,101
1013337,102;109;112
1013340,103;105;106;107
1013465,101;102;103;104;105;106
1013488,101;103;104
1013493,102
1013497,105
1013501,101
1013505,101;108
1013509,102;109
1013511,106
1013512,102
1013518,102
1013538,102
1013543,102;109;110
1013544,102
1013577,101;102;103;104;105;106;107;112;113
1013579,102
1013580,102;105
1013584,101;105;108
1013587,102;104;105;106;107;113;115
1013616,101;102;106;112
1013622,109
1013624,101
1013638,105;106;108
1013647,101;103;104;105;113
1013648,102;104;105;108
1013656,102
1013669,102
1013670,101;102;110
1013676,108
1013678,102;103;104;105;109;112
1013683,101;103;104;106
1013707,106
1013729,101
1013745,102;108
1013746,106
1013749,101;109;110;113
1013758,101;105;106;107;108
1013759,103
1013765,102
1013768,103
1013782,101;102
1013785,101;102
1013790,103;105;107;108
1013806,102
1013816,112
1013823,101;102
1013830,108
1013836,101
1013839,107
1013842,102;104
1013844,101
1013846,101;102;105;106;108
1013850,101;102;104;105;112;113
1013851,101;103
1013858,102;110
1013859,101;111;117
1013881,101;102;109;113
1013892,102;103
1013896,102
1013899,103
1013901,102
1013902,108
1013903,101;112;113
1013905,101;102;103;104;105;106;108
1013918,101
1013943,101;103;105
1013947,113
1013949,102
1013951,101;108
1013977,102
1013987,102;113
1013997,103
1014024,104
1014034,103;106
1014036,102
1014040,108
1014041,110
1014046,101;103;104;105;106;115;117
1014048,101;102;108
1014054,108
1014055,101;102;103;104;109;110;111;112;113;116
1014058,101;102;110
1014061,108
1014062,112
1014066,101
1014074,101;102;110;116
1014107,101;102;110;112;113;116
1014110,101;102
1014141,101
1014146,103;106
1014151,103;104;106
1014190,101;102;103;104;105
1014210,102
1014218,101
1014220,101;102;103;104;105;106;107;108;109;110;112;113
1014226,102;104;109
1014228,103
1014231,101;102;105;112;113
1014235,101
1014236,108
1014254,101;102;103;104;105;106;108
1014257,101
1014262,102;103
1014268,103
1014271,102;110
1014275,102;109
1014278,102;105
1014283,108
1014293,102
1014294,101;102;103;104;105;106;107;108;111;113
1014299,102
1014303,102
1014308,101
1014309,101
1014335,102
1014339,107;109
1014349,109
1014352,101;102;103;104;105
1014356,103
1014367,103;104
1014370,102
1014375,103;104;105;110;112
1014378,101;102;103;105;106;109;116
1014381,101
1014382,102
1014388,102
1014389,101;102;105;108
1014393,102
1014399,101;102;103;104;105;106;107;108
1014401,105
1014402,101;109;110;112;113
1014403,108;109
1014407,101
1014409,101;102;104;106;108
1014413,102
1014423,102;108
1014430,101;103;105;106;107;108
1014431,103
1014446,101;102;103;104;105;106;107;108;111;112;113;114;117
1014447,101;106
1014450,102
1014451,105
1014458,102;109;112
1014459,102
1014462,102
1014465,102;104;110
1014468,101
1014481,102;103;105;106;107;108
1014490,101;102
1014492,103;111
1014500,101
1014503,102;109
1014511,101;102;103;104
1014514,101
1014517,101
1014519,102
1014523,101;103;104;105;106
1014536,101
1014547,104;109;110
1014549,102
1014551,101;102;103;104;105;109;110;112;113
1014554,101
1014562,101;102;103;105;108
1014563,102
1014568,102
1014570,101
1014572,102
1014573,112
1014580,102;105
1014598,102
1014602,102;104;107
1014620,104
1014621,102;105;112;113
1014631,101;102
1014637,101;102
1014639,102;110
1014640,102
1014646,102;104;110
1014648,102
1014650,101;104;109
1014653,101
1014667,102
1014677,102;109;110;112;113;117
1014680,102;109;116
1014681,101;102;112;113
1014687,101;103;111
1014690,102;109
1014691,102
1014695,102;103
1014704,101;102
1014705,102;111;112
1014706,102
1014707,101;108
1014709,101;102;109
1014710,101;109;110;113;116;117
1014732,102
1014744,105
1014745,108
1014747,109
1014754,102
1014761,102
1014774,101;102;103;104;112;113
1014775,102
1014778,103;104;106;108
1014779,106
1014781,106;108
1014785,102
1014788,101;112
1014789,102
1014793,102;110;112
1014795,101
1014797,112
1014798,102;108
1014803,101;103;104;108
1014804,112
1014811,101
1014812,101
1014813,101;102;103;104;105
1014818,101;104
1014820,101;102;117
1014823,101;102;103;105;106;112
1014828,102;104;105;106
1014851,101;102
1014854,102
1014857,102
1014858,101;102
1014859,101;102;104;109;110;112;113
1014860,109
1014863,101;103;104;105;106
1014864,101
1014869,101
1014873,101;112
1014874,102;109;110
1014875,101;103;104;106;107;111
1014877,101;104
1014884,101
1014886,101
1014887,102;112
1014888,101;102;105;108;109;115;117
1014893,101;102;103;104;105;106;107;109;110;112;113;117
1014905,103
1014906,101;102
1014907,102
1014914,101
1014929,102
1014933,101;105;106;112;113
1014938,102;110
1014941,101;102
1014942,101;102;103;104;106;108;109
1014946,102;110;112
1014947,101
1014948,102;105;106;108
1014951,102
1014955,102
1014956,108;117
1014960,101;106
1014961,102
1014964,102
1014965,101;102
1014982,101
1014983,101;102;103;104;105;106
1014984,102
1014985,101;108;109
1014987,101;110;113
1014989,101
1014991,101;103
1015012,101;113
1015014,102;110
1015016,101
1015022,101
1015033,101;111;112
1015036,101;102;103;104;106;107;108;109;112;113;116;117
